
23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃
76	23	0.993205138	76	23	0.991225773	76	23	0.9938251	76	23	0.995106171	76	23	1.000351494	76	23	0.995749503	76	23	0.996625692	76	23	0.996950565	76	35	0.987868867	76	35	0.989587414	76	35	0.988653153	76	35	0.986902232	76	45	0.984490587	76	45	0.986057579	76	45	0.98601515	76	45	0.98659827	76	45	0.9863728	76	45	0.98216472
77	23	0.993162934	77	23	0.988798551	77	23	0.993811115	77	23	0.994966018	77	23	0.999200347	77	23	0.996155752	77	23	0.995574809	77	23	0.996431929	77	35	0.987399426	77	35	0.989887513	77	35	0.987964844	77	35	0.986786723	77	45	0.984314807	77	45	0.985881929	77	45	0.985597117	77	45	0.986435376	77	45	0.986209782	77	45	0.982123882
78	23	0.992953383	78	23	0.989370737	78	23	0.993769115	78	23	0.994867335	78	23	0.99866714	78	23	0.996253457	78	23	0.995448567	78	23	0.995565342	78	35	0.98736535	78	35	0.989682641	78	35	0.987794599	78	35	0.986609793	78	45	0.984111687	78	45	0.985706946	78	45	0.985353636	78	45	0.986313907	78	45	0.986087611	78	45	0.982354095
79	23	0.992701137	79	23	0.989273055	79	23	0.993684082	79	23	0.994403749	79	23	0.998260553	79	23	0.995680204	79	23	0.995295164	79	23	0.995494127	79	35	0.987269754	79	35	0.989737463	79	35	0.987535342	79	35	0.986311056	79	45	0.983855133	79	45	0.985477079	79	45	0.98500242	79	45	0.986084001	79	45	0.985898408	79	45	0.9823271
80	23	0.992644789	80	23	0.990207358	80	23	0.992936547	80	23	0.994178617	80	23	0.997516665	80	23	0.995848523	80	23	0.994439899	80	23	0.995173225	80	35	0.987037937	80	35	0.989328385	80	35	0.987303534	80	35	0.98613418	80	45	0.983611453	80	45	0.985126037	80	45	0.984677923	80	45	0.985812777	80	45	0.985694717	80	45	0.982083303
81	23	0.991986155	81	23	0.988882396	81	23	0.992387025	81	23	0.993362418	81	23	0.998064467	81	23	0.994854952	81	23	0.994439922	81	23	0.995396332	81	35	0.987044726	81	35	0.989232467	81	35	0.987208045	81	35	0.985957277	81	45	0.983314103	81	45	0.984829255	81	45	0.984312701	81	45	0.985527722	81	45	0.985382693	81	45	0.981731029
82	23	0.991663507	82	23	0.989802951	82	23	0.991865428	82	23	0.992983004	82	23	0.997347421	82	23	0.994729711	82	23	0.994369764	82	23	0.995312664	82	35	0.9868748	82	35	0.98905502	82	35	0.986887729	82	35	0.985753488	82	45	0.983043513	82	45	0.98446504	82	45	0.984015978	82	45	0.985229983	82	45	0.98509811	82	45	0.981595859
83	23	0.99110365	83	23	0.98927281	83	23	0.991611767	83	23	0.993137017	83	23	0.997164566	83	23	0.994715374	83	23	0.993852018	83	23	0.996068378	83	35	0.986273937	83	35	0.987978019	83	35	0.986485411	83	35	0.985420084	83	45	0.982665066	83	45	0.984113804	83	45	0.983583336	83	45	0.984850688	83	45	0.984840599	83	45	0.980797023
84	23	0.991369704	84	23	0.987850211	84	23	0.992076549	84	23	0.99324965	84	23	0.99699642	84	23	0.994952836	84	23	0.993388995	84	23	0.995173225	84	35	0.986511164	84	35	0.987787086	84	35	0.986314475	84	35	0.985216534	84	45	0.982421191	84	45	0.983857873	84	45	0.983273275	84	45	0.984498254	84	45	0.984406404	84	45	0.979929749
85	23	0.991201286	85	23	0.987487537	85	23	0.992048422	85	23	0.993067064	85	23	0.997137187	85	23	0.993932129	85	23	0.993234854	85	23	0.993632829	85	35	0.986198786	85	35	0.987521075	85	35	0.986164803	85	35	0.985087581	85	45	0.98228664	85	45	0.983763193	85	45	0.98312417	85	45	0.984349385	85	45	0.984284666	85	45	0.979563891
86	23	0.991720302	86	23	0.98931461	86	23	0.992612558	86	23	0.993263982	86	23	0.996870383	86	23	0.992981614	86	23	0.993024942	86	23	0.995158696	86	35	0.986104728	86	35	0.987425847	86	35	0.985994558	86	35	0.984944894	86	45	0.981961474	86	45	0.983493056	86	45	0.982921197	86	45	0.984118592	86	45	0.984108004	86	45	0.979130891
87	23	0.991622174	87	23	0.987194582	87	23	0.992471766	87	23	0.993053181	87	23	0.996308431	87	23	0.992911579	87	23	0.992730532	87	23	0.994683356	87	35	0.986241188	87	35	0.987384963	87	35	0.985844249	87	35	0.984713796	87	45	0.981650562	87	45	0.983209424	87	45	0.982583966	87	45	0.983820788	87	45	0.9838775	87	45	0.979198702
88	23	0.991635624	88	23	0.988324715	88	23	0.992415152	88	23	0.993151617	88	23	0.996224526	88	23	0.992856261	88	23	0.992395047	88	23	0.993535079	88	35	0.985886859	88	35	0.987419077	88	35	0.986791152	88	35	0.984611729	88	45	0.981393728	88	45	0.982980203	88	45	0.982272827	88	45	0.983562573	88	45	0.98357951	88	45	0.978927694
89	23	0.99156567	89	23	0.988854144	89	23	0.992203334	89	23	0.99313769	89	23	0.995115488	89	23	0.991597625	89	23	0.991428572	89	23	0.994318667	89	35	0.986016743	89	35	0.987262072	89	35	0.985578514	89	35	0.984454964	89	45	0.981164064	89	45	0.982777843	89	45	0.982097026	89	45	0.983292213	89	45	0.983362651	89	45	0.978630079
90	23	0.991131533	90	23	0.988937566	90	23	0.99175274	90	23	0.992603052	90	23	0.995102034	90	23	0.991639297	90	23	0.991246311	90	23	0.993226919	90	35	0.98543065	90	35	0.987596365	90	35	0.985625715	90	35	0.984339613	90	45	0.980852957	90	45	0.982453704	90	45	0.981813467	90	45	0.983021227	90	45	0.983199828	90	45	0.978264243
91	23	0.990179096	91	23	0.988267966	91	23	0.991668044	91	23	0.992561111	91	23	0.994301038	91	23	0.991876804	91	23	0.990756283	91	23	0.992834779	91	35	0.985559923	91	35	0.987589197	91	35	0.986593908	91	35	0.984156042	91	45	0.980406609	91	45	0.982102878	91	45	0.981421549	91	45	0.982682191	91	45	0.982942057	91	45	0.9778174
92	23	0.989450284	92	23	0.988170529	92	23	0.991188648	92	23	0.991871653	92	23	0.994975348	92	23	0.990283023	92	23	0.990672077	92	23	0.992638586	92	35	0.985205621	92	35	0.987214472	92	35	0.9852921	92	35	0.983986072	92	45	0.98000123	92	45	0.981643811	92	45	0.980947947	92	45	0.982289088	92	45	0.982535324	92	45	0.977533023
93	23	0.989002295	93	23	0.986315448	93	23	0.990356979	93	23	0.990873384	93	23	0.995031247	93	23	0.990995364	93	23	0.99064438	93	23	0.993059293	93	35	0.985110263	93	35	0.987139235	93	35	0.985857762	93	35	0.983857331	93	45	0.97978474	93	45	0.981401245	93	45	0.980691969	93	45	0.981991067	93	45	0.98230508	93	45	0.976964163
94	23	0.990080811	94	23	0.983580722	94	23	0.991386054	94	23	0.991843595	94	23	0.994736459	94	23	0.991372872	94	23	0.990979843	94	23	0.992569201	94	35	0.984899713	94	35	0.987262311	94	35	0.985707692	94	35	0.983666773	94	45	0.979581792	94	45	0.981198476	94	45	0.980489169	94	45	0.981828821	94	45	0.982047288	94	45	0.975948503
95	23	0.990781471	95	23	0.98402793	95	23	0.99138583	95	23	0.991604513	95	23	0.994750361	95	23	0.992003004	95	23	0.991386803	95	23	0.992470781	95	35	0.984457001	95	35	0.986640955	95	35	0.985162524	95	35	0.983510458	95	45	0.97935217	95	45	0.980982405	95	45	0.980245688	95	45	0.981638655	95	45	0.981843381	95	45	0.976422967
96	23	0.990935165	96	23	0.984069463	96	23	0.991329643	96	23	0.991731029	96	23	0.994230945	96	23	0.993414797	96	23	0.991162328	96	23	0.993464823	96	35	0.984572592	96	35	0.986368227	96	35	0.985148322	96	35	0.983326807	96	45	0.978919385	96	45	0.980563996	96	45	0.979746013	96	45	0.981245747	96	45	0.981653529	96	45	0.976273739
97	23	0.990921313	97	23	0.984473893	97	23	0.991216753	97	23	0.991661076	97	23	0.995157575	97	23	0.993470317	97	23	0.991106242	97	23	0.993142961	97	35	0.98477699	97	35	0.986375421	97	35	0.984801247	97	35	0.983191133	97	45	0.978608494	97	45	0.980051315	97	45	0.979192084	97	45	0.98059512	97	45	0.981016724	97	45	0.976138332
98	23	0.989744758	98	23	0.982437308	98	23	0.9909494	98	23	0.991155079	98	23	0.994470035	98	23	0.992912047	98	23	0.990966643	98	23	0.994766355	98	35	0.984122905	98	35	0.985311908	98	35	0.985086573	98	35	0.983082319	98	45	0.978297538	98	45	0.979808513	98	45	0.978908525	98	45	0.980283485	98	45	0.980636848	98	45	0.975636678
99	23	0.98646687	99	23	0.983037101	99	23	0.990455255	99	23	0.991042064	99	23	0.993613318	99	23	0.992492153	99	23	0.990237397	99	23	0.992037599	99	35	0.984109461	99	35	0.985338907	99	35	0.984336968	99	35	0.982878318	99	45	0.977797046	99	45	0.979349446	99	45	0.97832736	99	45	0.979714716	99	45	0.980325257	99	45	0.975298268
100	23	0.988414062	100	23	0.98574333	100	23	0.98927147	100	23	0.988173706	100	23	0.99258776	100	23	0.991010325	100	23	0.990686126	100	23	0.989741802	100	35	0.983707772	100	35	0.985686659	100	35	0.984173439	100	35	0.98423146	100	45	0.97724269	100	45	0.9787423	100	45	0.977881359	100	45	0.979348409	100	45	0.979646936	100	45	0.974228791
101	23	0.989422557	101	23	0.986678033	101	23	0.989568232	101	23	0.988791641	101	23	0.993682493	101	23	0.992701989	101	23	0.991232686	101	23	0.99255494	101	35	0.983550973	101	35	0.985802568	101	35	0.984084931	101	35	0.984101873	101	45	0.977296597	101	45	0.978715375	101	45	0.977732707	101	45	0.979335443	101	45	0.979904642	101	45	0.974160785
102	23	0.988946439	102	23	0.986287196	102	23	0.989017878	102	23	0.988342162	102	23	0.994918664	102	23	0.990577119	102	23	0.99116235	102	23	0.992330873	102	35	0.983353496	102	35	0.985618564	102	35	0.984078374	102	35	0.983945531	102	45	0.97693195	102	45	0.978431485	102	45	0.977367679	102	45	0.979077682	102	45	0.979714573	102	45	0.973862998
103	23	0.988497355	103	23	0.985617819	103	23	0.988171999	103	23	0.987624444	103	23	0.994933014	103	23	0.993177782	103	23	0.99039261	103	23	0.992345112	103	35	0.983176464	103	35	0.985216228	103	35	0.983785004	103	35	0.983823062	103	45	0.976539767	103	45	0.978080679	103	45	0.976922282	103	45	0.978725205	103	45	0.978996271	103	45	0.973307959
104	23	0.988343437	104	23	0.985059871	104	23	0.987861275	104	23	0.987273267	104	23	0.994484206	104	23	0.990940357	104	23	0.989229579	104	23	0.992163693	104	35	0.982883842	104	35	0.984936598	104	35	0.983553409	104	35	0.983524298	104	45	0.976012084	104	45	0.97758173	104	45	0.976259928	104	45	0.978115377	104	45	0.979172695	104	45	0.972793563
105	23	0.988105267	105	23	0.985282796	105	23	0.987523144	105	23	0.986724903	105	23	0.993908599	105	23	0.991094384	105	23	0.988249055	105	23	0.9898402	105	35	0.982610763	105	35	0.984766266	105	35	0.983178274	105	35	0.983197881	105	45	0.975268839	105	45	0.976798525	105	45	0.975354545	105	45	0.977410488	105	45	0.97842691	105	45	0.973470555
106	23	0.98828805	106	23	0.985240752	106	23	0.987819029	106	23	0.987019831	106	23	0.993824201	106	23	0.990786687	106	23	0.98780122	106	23	0.989001108	106	35	0.982399842	106	35	0.984466141	106	35	0.983068901	106	35	0.982918832	106	45	0.975038981	106	45	0.976339244	106	45	0.974961959	106	45	0.977261121	106	45	0.978047011	106	45	0.971750238
107	23	0.988470097	107	23	0.985868774	107	23	0.987960698	107	23	0.987076103	107	23	0.994216908	107	23	0.989737843	107	23	0.98788451	107	23	0.987293778	107	35	0.982140871	107	35	0.984767142	107	35	0.982946015	107	35	0.982817189	107	45	0.974484582	107	45	0.975894361	107	45	0.974367909	107	45	0.976326542	107	45	0.977572619	107	45	0.97039619
108	23	0.9885119	108	23	0.985297278	108	23	0.987847336	108	23	0.986921574	108	23	0.993613788	108	23	0.990367038	108	23	0.987842519	108	23	0.987349371	108	35	0.981923002	108	35	0.984193413	108	35	0.982489779	108	35	0.982402731	108	45	0.974375949	108	45	0.976029074	108	45	0.974475838	108	45	0.976408184	108	45	0.97739613	108	45	0.970152544
109	23	0.988259631	109	23	0.986217789	109	23	0.98736848	109	23	0.986485843	109	23	0.993206551	109	23	0.990002975	109	23	0.987632829	109	23	0.986845688	109	35	0.981929313	109	35	0.984881962	109	35	0.983041265	109	35	0.982836666	109	45	0.97410594	109	45	0.975799853	109	45	0.974205854	109	45	0.976218277	109	45	0.97659607	109	45	0.97062662
110	23	0.987629171	110	23	0.985617819	110	23	0.987509182	110	23	0.985866517	110	23	0.993487482	110	23	0.990129376	110	23	0.987408778	110	23	0.987783021	110	35	0.981643665	110	35	0.984486397	110	35	0.983328105	110	35	0.982633803	110	45	0.97375449	110	45	0.975475736	110	45	0.973814389	110	45	0.975920495	110	45	0.976609261	110	45	0.970450375
111	23	0.987124655	111	23	0.986482715	111	23	0.98623978	111	23	0.985430585	111	23	0.992167114	111	23	0.986689615	111	23	0.986680404	111	23	0.986747692	111	35	0.981404927	111	35	0.984206926	111	35	0.983137631	111	35	0.982538378	111	45	0.973362242	111	45	0.975098392	111	45	0.973422428	111	45	0.975567585	111	45	0.976366021	111	45	0.970165955
112	23	0.987110781	112	23	0.985199352	112	23	0.986014516	112	23	0.985064762	112	23	0.990791048	112	23	0.988088075	112	23	0.98652604	112	23	0.986117916	112	35	0.981105781	112	35	0.984636685	112	35	0.982843995	112	35	0.982266554	112	45	0.972821449	112	45	0.974571528	112	45	0.972882245	112	45	0.975039637	112	45	0.975823299	112	45	0.969773318
113	23	0.987054723	113	23	0.98472467	113	23	0.985775493	113	23	0.984811752	113	23	0.991787704	113	23	0.988927084	113	23	0.986498344	113	23	0.985921477	113	35	0.980908331	113	35	0.984336533	113	35	0.982557819	113	35	0.982144296	113	45	0.972469762	113	45	0.97424782	113	45	0.972543936	113	45	0.974714216	113	45	0.976162525	113	45	0.969434909
114	23	0.986620363	114	23	0.983693108	114	23	0.985379781	114	23	0.984629188	114	23	0.992026749	114	23	0.988927128	114	23	0.986596175	114	23	0.986103833	114	35	0.980751664	114	35	0.984493538	114	35	0.982359912	114	35	0.981967843	114	45	0.971780402	114	45	0.973829411	114	45	0.972071195	114	45	0.9742941	114	45	0.975538694	114	45	0.969028256
115	23	0.98685878	115	23	0.983539412	115	23	0.985860054	115	23	0.984628784	115	23	0.991437553	115	23	0.988409841	115	23	0.985994244	115	23	0.986971536	115	35	0.980574208	115	35	0.983845448	115	35	0.982155713	115	35	0.981559868	115	45	0.971455495	115	45	0.972830738	115	45	0.97126062	115	45	0.973209938	115	45	0.9752537	115	45	0.968297058
116	23	0.986774325	116	23	0.985310826	116	23	0.984915247	116	23	0.984179283	116	23	0.991844544	116	23	0.987431253	116	23	0.985672406	116	23	0.986860172	116	35	0.980356764	116	35	0.983572959	116	35	0.981903252	116	35	0.98149178	116	45	0.971347681	116	45	0.972979032	116	45	0.971612051	116	45	0.973413545	116	45	0.974251052	116	45	0.967078179
117	23	0.986368362	117	23	0.984878389	117	23	0.984732028	117	23	0.983897834	117	23	0.992364341	117	23	0.989011165	117	23	0.985615896	117	23	0.984941741	117	35	0.980206674	117	35	0.983013619	117	35	0.981671391	117	35	0.981335491	117	45	0.9712933	117	45	0.972925031	117	45	0.971598476	117	45	0.973305043	117	45	0.974033739	117	45	0.967633413
118	23	0.986312283	118	23	0.984097315	118	23	0.984942925	118	23	0.983897184	118	23	0.991998811	118	23	0.988885232	118	23	0.985419988	118	23	0.985586515	118	35	0.980016118	118	35	0.98304099	118	35	0.981480492	118	35	0.981206274	118	45	0.970982581	118	45	0.972736057	118	45	0.971422653	118	45	0.973115093	118	45	0.974115064	118	45	0.967227192
119	23	0.986424196	119	23	0.983623034	119	23	0.983984426	119	23	0.983882785	119	23	0.991465492	119	23	0.987934472	119	23	0.985322358	119	23	0.985236332	119	35	0.979824979	119	35	0.983545561	119	35	0.981371543	119	35	0.98105713	119	45	0.970549861	119	45	0.972249807	119	45	0.970814576	119	45	0.97261353	119	45	0.973843671	119	45	0.966441745
120	23	0.986354063	120	23	0.983580989	120	23	0.983913872	120	23	0.983982365	120	23	0.988110172	120	23	0.98406126	120	23	0.98324896	120	23	0.985866577	120	35	0.979586267	120	35	0.983122094	120	35	0.981078173	120	35	0.981002273	120	45	0.970144244	120	45	0.97181829	120	45	0.970409298	120	45	0.97209898	120	45	0.973192811	120	45	0.965913895
121	23	0.986634461	121	23	0.983525397	121	23	0.984985891	121	23	0.984220797	121	23	0.988952203	121	23	0.985040115	121	23	0.983613035	121	23	0.98383638	121	35	0.979388976	121	35	0.982625141	121	35	0.980914379	121	35	0.980778531	121	45	0.969630189	121	45	0.971427	121	45	0.969869331	121	45	0.971651463	121	45	0.972826492	121	45	0.965669666
122	23	0.986536154	122	23	0.983650841	122	23	0.986155691	122	23	0.984361196	122	23	0.988868455	122	23	0.983795481	122	23	0.983641134	122	23	0.984396302	122	35	0.979150715	122	35	0.982460756	122	35	0.980750823	122	35	0.980750825	122	45	0.969021452	122	45	0.970306484	122	45	0.96862564	122	45	0.970052362	122	45	0.971890898	122	45	0.965358252
123	23	0.98583574	123	23	0.983832167	123	23	0.985830825	123	23	0.984164279	123	23	0.991101081	123	23	0.986746271	123	23	0.985882118	123	23	0.984033019	123	35	0.978932554	123	35	0.982288061	123	35	0.980457479	123	35	0.980431711	123	45	0.968832606	123	45	0.970711356	123	45	0.968990645	123	45	0.97082489	123	45	0.970711134	123	45	0.965154796
124	23	0.986284824	124	23	0.981585982	124	23	0.984618936	124	23	0.98402388	124	23	0.991717857	124	23	0.987305053	124	23	0.986288185	124	23	0.985614635	124	35	0.97868822	124	35	0.981240874	124	35	0.980109768	124	35	0.980112201	124	45	0.968467097	124	45	0.970077263	124	45	0.968355678	124	45	0.970120433	124	45	0.971267262	124	45	0.964586648
125	23	0.986410389	125	23	0.981363279	125	23	0.985210704	125	23	0.983742835	125	23	0.991157473	125	23	0.987207348	125	23	0.986022611	125	23	0.986636083	125	35	0.978537892	125	35	0.981519708	125	35	0.979857678	125	35	0.979602106	125	45	0.968102255	125	45	0.96998282	125	45	0.968274445	125	45	0.970052578	125	45	0.97063022	125	45	0.964085383
126	23	0.986101839	126	23	0.981293449	126	23	0.984943127	126	23	0.983700468	126	23	0.990258692	126	23	0.986913921	126	23	0.985671714	126	23	0.985417795	126	35	0.978354125	126	35	0.980906661	126	35	0.979720908	126	35	0.979914922	126	45	0.967859244	126	45	0.969672241	126	45	0.967896468	126	45	0.969700317	126	45	0.970792827	126	45	0.963665535
127	23	0.985766032	127	23	0.981391353	127	23	0.985915341	127	23	0.983840845	127	23	0.990567158	127	23	0.986214937	127	23	0.985293567	127	23	0.986664002	127	35	0.978170092	127	35	0.980872733	127	35	0.979755234	127	35	0.980017226	127	45	0.967507319	127	45	0.969307833	127	45	0.967531506	127	45	0.969334032	127	45	0.970467397	127	45	0.963245708
128	23	0.985934471	128	23	0.980986457	128	23	0.985732527	128	23	0.983869126	128	23	0.990103776	128	23	0.986577707	128	23	0.985195534	128	23	0.986244009	128	35	0.977958932	128	35	0.980667835	128	35	0.979516709	128	35	0.97960253	128	45	0.967033844	128	45	0.968997276	128	45	0.96712597	128	45	0.968846494	128	45	0.970155612	128	45	0.962758286
129	23	0.985541445	129	23	0.980358479	129	23	0.983927362	129	23	0.983194044	129	23	0.990202456	129	23	0.98710951	129	23	0.985545739	129	23	0.985306007	129	35	0.977754296	129	35	0.980483831	129	35	0.979305316	129	35	0.979500172	129	45	0.966574537	129	45	0.96860577	129	45	0.966679926	129	45	0.968372181	129	45	0.969897884	129	45	0.962351871
130	23	0.985331694	130	23	0.980595152	130	23	0.98392734	130	23	0.983193147	130	23	0.990750281	130	23	0.9862571	130	23	0.985700326	130	23	0.986159895	130	35	0.977529452	130	35	0.980218085	130	35	0.979120895	130	35	0.979357115	130	45	0.96610102	130	45	0.968106821	130	45	0.966220975	130	45	0.967979531	130	45	0.969395987	130	45	0.962040435
131	23	0.98618607	131	23	0.980107746	131	23	0.98339178	131	23	0.982490456	131	23	0.989359619	131	23	0.986522611	131	23	0.985335759	131	23	0.986888091	131	35	0.977359607	131	35	0.980088451	131	35	0.978876026	131	35	0.979092621	131	45	0.965573812	131	45	0.967445437	131	45	0.965504581	131	45	0.967234232	131	45	0.96927427	131	45	0.961633804
132	23	0.984868959	132	23	0.980568035	132	23	0.982743128	132	23	0.982476102	132	23	0.987759865	132	23	0.985137753	132	23	0.984761324	132	23	0.984774405	132	35	0.977168653	132	35	0.979822281	132	35	0.97860984	132	35	0.979072033	132	45	0.96473569	132	45	0.966716234	132	45	0.96497793	132	45	0.966854548	132	45	0.968379285	132	45	0.961132798
133	23	0.986536154	133	23	0.98055422	133	23	0.985281528	133	23	0.98409455	133	23	0.986636029	133	23	0.984159567	133	23	0.983626839	133	23	0.985530498	133	35	0.976992072	133	35	0.979611303	133	35	0.97838451	133	35	0.978521609	133	45	0.964208266	133	45	0.965663559	133	45	0.96338326	133	45	0.965390919	133	45	0.96782333	133	45	0.960794583
134	23	0.987936983	134	23	0.979731369	134	23	0.985337062	134	23	0.984712441	134	23	0.988026267	134	23	0.983249899	134	23	0.983108668	134	23	0.985502378	134	35	0.976814775	134	35	0.979494943	134	35	0.978268181	134	35	0.9784536	134	45	0.964329621	134	45	0.966230909	134	45	0.96408567	134	45	0.965892482	134	45	0.966182775	134	45	0.960347545
135	23	0.988413369	135	23	0.979772991	135	23	0.985323123	135	23	0.984516129	135	23	0.988138424	135	23	0.984201106	135	23	0.98291209	135	23	0.983724792	135	35	0.976631035	135	35	0.97929055	135	35	0.978002844	135	35	0.978732146	135	45	0.964181291	135	45	0.966095937	135	45	0.963951023	135	45	0.965783763	135	45	0.96687407	135	45	0.959900724
136	23	0.988245801	136	23	0.980065946	136	23	0.984984294	136	23	0.984122114	136	23	0.986566407	136	23	0.98427085	136	23	0.983094797	136	23	0.984228274	136	35	0.976467659	136	35	0.979085892	136	35	0.977757551	136	35	0.978263016	136	45	0.963883489	136	45	0.965961009	136	45	0.963775393	136	45	0.965621279	136	45	0.966779165	136	45	0.959535298
137	23	0.987741084	137	23	0.979744494	137	23	0.984223449	137	23	0.983475515	137	23	0.987029409	137	23	0.983711868	137	23	0.982842446	137	23	0.984620169	137	35	0.976256049	137	35	0.978922568	137	35	0.977594022	137	35	0.977692269	137	45	0.963478153	137	45	0.965515265	137	45	0.963234801	137	45	0.965187139	137	45	0.966589292	137	45	0.959047444
138	23	0.985948123	138	23	0.979647257	138	23	0.984181202	138	23	0.983615466	138	23	0.9877874	138	23	0.984047703	138	23	0.982422263	138	23	0.983921409	138	35	0.976106595	138	35	0.978704184	138	35	0.977436784	138	35	0.977991403	138	45	0.963045174	138	45	0.9651102	138	45	0.962721315	138	45	0.964659169	138	45	0.966196181	138	45	0.95870884
